ticket_id,status,priority,source,ticket_group,created_time,resolved_time,initial_time,agent_interactions,customer_interactions,type,course,user_id,agent_id
2000929,Closed,Low,Email,Student Success,2018-03-04 16:25:00,2018-03-04 16:31:00,,0,1,Discussion Forum,MIT-AI-2018-02-28,3559,7
2089173,Closed,Low,Email,Student Success,2018-03-19 18:13:00,2018-03-19 21:22:00,,0,1,Extension Request,OXF-BCH-2018-02-28,37,7
2018248,Closed,Low,Email,Student Success,2018-03-06 23:18:00,2018-03-06 23:41:00,2018-03-06 23:41:00,1,1,Assignment Upload,NA,2885,7
2000769,Closed,Low,Email,Student Success,2018-03-04 15:55:00,2018-03-04 15:57:00,,0,1,Discussion Forum,NA,37,7
1989691,Closed,Low,Email,Student Success | Fintech,2018-03-02 17:46:00,2018-03-02 19:05:00,,0,1,Welcome Interaction,OXF-FIN-2018-02-28,37,7
2055701,Closed,Low,Email,Student Success,2018-03-13 18:32:00,2018-03-13 21:12:00,,0,1,Extension Request,UCT-CPL-2018-02-08,3558,7
2138823,Closed,Low,Email,Student Success,2018-03-28 11:10:00,2018-03-28 11:16:00,,0,1,General Course Announcements,NA,3877,7
2086310,Closed,Low,Email,Student Success,2018-03-19 10:51:00,2018-03-19 17:06:00,,0,1,Extension Request,UCT-PR-2018-02-22,37,7
2073036,Closed,Low,Email,Student Success,2018-03-16 10:18:00,2018-03-16 10:21:00,,0,1,Extension Request,UCT-PMF-2018-02-26,3558,7
2000906,Closed,Low,Email,Student Success,2018-03-04 16:20:00,2018-03-04 16:31:00,,0,1,Discussion Forum,MIT-AI-2018-02-28,3559,7
2045112,Closed,Urgent,Email,Student Success,2018-03-11 22:12:00,2018-03-12 21:38:00,2018-03-11 22:18:00,2,3,Groups,UCT-OHS-2018-02-26,3400,7
2096569,Closed,Low,Email,Student Success,2018-03-20 18:18:00,2018-03-20 20:19:00,,0,1,Extension Request,LSE-BEP-2018-02-28,3562,7
2115496,Closed,Urgent,Email,Student Success,2018-03-23 22:15:00,2018-03-26 13:10:00,2018-03-23 23:16:00,2,2,Other,UCT-MA-2018-01-29,2409,7
2090111,Closed,Low,Email,Student Success,2018-03-19 21:48:00,2018-03-19 22:23:00,,0,1,Extension Request,CAM-BSM-2018-02-21,37,7
2089041,Closed,Low,Email,Student Success,2018-03-19 17:30:00,2018-03-19 18:17:00,,0,1,General Course Announcements,NA,3558,7
2055908,Closed,Low,Email,Student Success,2018-03-13 18:56:00,2018-03-13 21:04:00,,0,1,Discussion Forum,OXF-BCH-2018-02-28,37,7
2031095,Closed,Low,Email,Student Success,2018-03-08 21:57:00,2018-03-08 22:21:00,,0,1,Extension Request,UCT-HR-2018-02-19,37,7
2125234,Closed,Low,Email,Student Success,2018-03-26 11:49:00,2018-03-26 16:10:00,,0,1,Live Sessions,OXF-BCH-2018-02-28,3650,7
2043801,Closed,Urgent,Portal,Student Success,2018-03-11 15:55:00,2018-03-13 15:44:00,2018-03-11 16:00:00,2,2,Other,OXF-FIN-2018-02-28,3403,7
2000801,Closed,Low,Email,Student Success,2018-03-04 16:01:00,2018-03-04 16:07:00,,0,1,Discussion Forum,NA,3559,7
2000904,Closed,Low,Email,Student Success,2018-03-04 16:20:00,2018-03-04 16:31:00,,0,1,Discussion Forum,MIT-AI-2018-02-28,3559,7
2089007,Closed,Low,Email,Student Success,2018-03-19 17:30:00,2018-03-19 21:27:00,,0,1,General Course Announcements,NA,3558,7
1978394,Closed,Urgent,Email,Student Success,2018-03-01 11:41:00,2018-03-02 23:16:00,2018-03-01 12:49:00,1,2,Grades,OXF-FIN-2017-11-27,2334,7
2058095,Closed,Urgent,Email,Student Success,2018-03-13 23:02:00,2018-03-18 17:31:00,2018-03-14 07:25:00,3,5,Appeals,UCT-PMF-2018-01-29,870,7
2050654,Closed,Low,Email,Student Success,2018-03-12 19:59:00,2018-03-12 22:41:00,,0,1,Extension Request,UCT-PDI-2018-01-29,37,7
2002452,Closed,Low,Email,Student Success,2018-03-04 20:37:00,2018-03-04 22:42:00,,0,1,Extension Request,UCT-HRM-2018-01-22,37,7
2001096,Closed,Low,Email,Student Success,2018-03-04 16:30:00,2018-03-04 16:34:00,,0,1,Discussion Forum,MIT-AI-2018-02-28,3559,7
2049406,Closed,Low,Email,Student Success,2018-03-12 15:59:00,2018-03-12 16:08:00,,0,1,General Course Announcements,UCHI-HCI-2018-02-28,3665,7
2018157,Closed,Low,Email,Student Success,2018-03-06 22:44:00,2018-03-06 22:55:00,,0,1,Extension Request,UCT-APM-2018-02-26,3558,7
2049378,Closed,Low,Email,Student Success,2018-03-12 15:50:00,2018-03-12 16:52:00,,0,1,Discussion Forum,MIT-BDA-2018-02-28,3665,7
2003113,Closed,Urgent,Email,Student Success,2018-03-04 22:55:00,2018-03-05 17:55:00,,0,2,Discussion Forum,MIT-AI-2018-02-28,3559,7
2024568,Closed,Low,Email,Student Success,2018-03-07 19:10:00,2018-03-07 21:29:00,,0,1,Welcome Interaction,OXF-BCH-2018-02-28,504,7
2000742,Closed,Urgent,Email,Student Success,2018-03-04 15:45:00,2018-03-04 21:16:00,2018-03-04 15:50:00,1,2,Live Sessions,NA,37,7
2084142,Closed,Low,Email,Student Success,2018-03-18 22:46:00,2018-03-18 23:16:00,,0,1,Extension Request,UCT-WDS-2018-01-29,3558,7
2127275,Closed,Urgent,Email,Student Success,2018-03-26 16:56:00,2018-04-03 16:23:00,2018-03-26 18:29:00,3,3,Login,UCT-BRM-2018-03-26,2154,7
2024254,Closed,Low,Email,Student Success,2018-03-07 18:00:00,2018-03-07 18:12:00,,0,1,General Course Announcements,UCHI-HCI-2018-02-28,37,7
2055856,Closed,Low,Email,Student Success,2018-03-13 18:49:00,2018-03-13 21:08:00,,0,1,Extension Request,UCT-HR-2018-01-22,3558,7
2000744,Closed,Low,Email,Student Success,2018-03-04 15:46:00,2018-03-04 15:48:00,,0,1,Discussion Forum,NA,37,7
2030857,Closed,Low,Email,Student Success,2018-03-08 20:32:00,2018-03-08 21:11:00,,0,1,Extension Request,UCT-HR-2018-02-19,3558,7
2048747,Closed,Low,Email,Student Success,2018-03-12 14:09:00,2018-03-12 21:50:00,2018-03-12 21:49:00,1,1,Assignment Upload,UCT-OHS-2018-02-26,188,7
2097945,Closed,Low,Email,Student Success,2018-03-20 22:08:00,2018-03-20 22:40:00,,0,1,Extension Request,UCT-IVM-2018-02-05,3558,7
2103920,Closed,Low,Email,Student Success,2018-03-21 22:33:00,2018-03-21 22:41:00,2018-03-21 22:41:00,1,1,Extension Request,OXF-BCH-2018-02-28,3312,7
2083092,Closed,Urgent,Email,Student Success,2018-03-18 17:43:00,2018-03-18 18:09:00,2018-03-18 17:54:00,2,2,OLC Navigation,OXF-BCH-2018-02-28,514,7
2042879,Closed,Low,Email,Student Success,2018-03-11 11:35:00,2018-03-11 11:37:00,,0,1,Extension Request,WITS-ISD-2018-01-29,37,7
2056165,Closed,Low,Email,Student Success,2018-03-13 19:21:00,2018-03-13 20:17:00,,0,1,Extension Request,UCT-APM-2018-01-29,3558,7
2042910,Closed,Low,Email,Student Success,2018-03-11 11:50:00,2018-03-11 13:14:00,,0,1,Extension Request,UCT-DM-2018-02-12,3558,7
2057201,Closed,Low,Email,Student Success,2018-03-13 20:24:00,2018-03-13 22:38:00,,0,1,Extension Request,UCT-OHS-2018-01-22,3558,7
2132536,Closed,Urgent,Email,Student Success,2018-03-27 13:47:00,2018-03-28 14:54:00,2018-03-27 14:04:00,6,5,NetVerify,UCT-CCL-2018-02-26,1389,7
2002550,Closed,Urgent,Portal,Student Success,2018-03-04 21:11:00,2018-03-05 00:27:00,2018-03-04 23:10:00,1,2,Video (Playback & Download),MIT-AI-2018-02-28,37,7
2057361,Closed,Low,Email,Student Success,2018-03-13 21:09:00,2018-03-13 21:38:00,,0,1,Discussion Forum,OXF-BCH-2018-02-28,37,7
2025532,Closed,Low,Email,Student Success,2018-03-07 23:02:00,2018-03-07 23:15:00,,0,1,Extension Request,UCT-IVM-2018-02-05,3558,7
2089040,Closed,Low,Email,Student Success,2018-03-19 17:30:00,2018-03-19 18:17:00,,0,2,General Course Announcements,NA,3558,7
2000899,Closed,Low,Email,Student Success,2018-03-04 16:17:00,2018-03-04 16:31:00,,0,1,Discussion Forum,MIT-AI-2018-02-28,3559,7
2096977,Closed,Low,Email,Student Success,2018-03-20 19:15:00,2018-03-20 23:58:00,2018-03-20 23:58:00,1,1,Head Tutor Query,NA,1348,7
2024273,Closed,Low,Email,Student Success,2018-03-07 18:06:00,2018-03-07 18:16:00,,0,1,Extension Request,UCT-FEC-2018-02-22,37,7
2000889,Closed,Low,Email,Student Success,2018-03-04 16:15:00,2018-03-04 16:31:00,,0,1,Discussion Forum,MIT-AI-2018-02-28,3559,7
2089039,Closed,Low,Email,Student Success,2018-03-19 17:30:00,2018-03-19 18:17:00,,0,1,General Course Announcements,NA,3558,7
2056802,Closed,Low,Email,Student Success,2018-03-13 19:37:00,2018-03-13 22:44:00,,0,1,Live Sessions,UCT-DA-2018-02-05,517,7
2003099,Closed,Low,Email,Student Success,2018-03-04 22:50:00,2018-03-04 23:41:00,,0,1,Discussion Forum,MIT-AI-2018-02-28,37,7
2001146,Closed,Low,Email,Student Success,2018-03-04 16:41:00,2018-03-04 16:53:00,,0,1,Discussion Forum,NA,3559,7
2137631,Closed,Urgent,Email,Student Success,2018-03-28 08:28:00,2018-04-03 08:54:00,2018-03-28 09:07:00,5,7,Deferrals,UCT-PDI-2018-03-26,2609,40
2143835,Closed,Low,Email,Student Success,2018-03-29 08:04:00,2018-03-29 08:14:00,,0,1,Assignment Upload,UCT-PDI-2018-03-26,3983,40
2145309,Closed,Urgent,Phone,Student Success,2018-03-29 12:05:00,2018-04-05 08:18:00,,0,3,Login,UCT-FM-2018-03-26,3986,40
2125558,Closed,Urgent,Email,Student Success,2018-03-26 12:59:00,2018-04-05 17:44:00,2018-04-02 15:46:00,1,2,Cancellations,UCT-PDI-2018-03-26,40,40
2137543,Closed,Urgent,Email,Student Success,2018-03-28 07:55:00,2018-04-05 09:02:00,2018-03-28 14:31:00,1,2,Head Tutor Query,UCT-OHS-2018-02-26,1054,40
2145270,Closed,Low,Email,Student Success,2018-03-29 11:58:00,2018-03-29 16:47:00,,0,1,General Course Announcements,NA,3558,40
2125168,Closed,Low,Email,Student Success,2018-03-26 11:43:00,2018-03-27 13:52:00,2018-03-27 13:51:00,1,1,Other,UCT-FM-2018-03-26,156,40
2135328,Closed,Urgent,Email,Student Success,2018-03-27 21:27:00,2018-04-05 10:20:00,2018-03-28 08:26:00,1,2,Extension Request,UCT-PM-2018-02-26,626,40
2141157,Closed,Urgent,Phone,Student Success,2018-03-28 17:37:00,2018-04-04 14:44:00,2018-03-28 22:29:00,2,2,Deferrals,UCT-PM-2018-03-26,1316,40
2145295,Closed,Low,Email,Student Success,2018-03-29 12:03:00,2018-03-29 16:46:00,,0,1,General Course Announcements,UCT-PDI-2018-03-26,3558,40
2125491,Closed,Low,Email,Student Success,2018-03-26 12:39:00,2018-03-28 14:22:00,,0,1,Login,UCT-PM-2018-03-26,110,40
2140370,Closed,Low,Email,Student Success,2018-03-28 15:37:00,2018-03-28 21:30:00,,0,1,,NA,1143,40
2145322,Closed,Low,Email,Student Success,2018-03-29 12:08:00,2018-03-29 15:58:00,,0,1,General Course Announcements,UCT-SM-2018-03-29,3558,40
2125490,Closed,Low,Email,Student Success,2018-03-26 12:39:00,2018-03-26 13:05:00,2018-03-26 13:05:00,1,1,Login,UCT-FM-2018-03-26,2841,40
2145250,Closed,Low,Email,Student Success,2018-03-29 11:53:00,2018-03-29 15:59:00,,0,1,General Course Announcements,UCT-FM-2018-03-26,3558,40
2138233,Closed,Low,Email,Student Success,2018-03-28 10:18:00,2018-03-28 10:21:00,,0,1,General Course Announcements,UCT-ISM-2018-03-26,3558,40
2131387,Closed,Urgent,Email,Student Success,2018-03-27 11:06:00,2018-05-03 12:49:00,2018-03-27 11:19:00,6,7,Grades,UCT-PM-2018-03-26,3148,40
2138199,Closed,Low,Email,Student Success,2018-03-28 10:09:00,2018-03-28 10:19:00,,0,1,General Course Announcements,UCT-PM-2018-03-26,3558,40
2047116,Closed,Low,Email,Student Success,2018-03-12 09:53:00,2018-03-12 09:54:00,,0,1,,NA,3692,40
2138232,Closed,Low,Email,Student Success,2018-03-28 10:18:00,2018-03-28 10:20:00,,0,1,General Course Announcements,UCT-PDI-2018-03-26,3558,40
2126551,Closed,Low,Email,Student Success,2018-03-26 15:28:00,2018-03-27 13:49:00,,0,1,,NA,3909,40
2135210,Closed,Low,Email,Student Success,2018-03-27 20:42:00,2018-03-28 08:17:00,2018-03-28 08:17:00,1,1,Other,UCT-PM-2018-03-26,594,40
2125552,Closed,Urgent,Phone,Student Success,2018-03-26 12:57:00,2018-03-30 22:18:00,2018-03-30 22:18:00,1,2,Login,UCT-OHS-2018-03-26,56,40
2144294,Closed,Urgent,Phone,Student Success,2018-03-29 09:57:00,2018-03-29 16:49:00,,1,1,Welcome Interaction,UCT-PM-2018-03-26,3985,40
2145364,Closed,Low,Email,Student Success,2018-03-29 12:17:00,2018-03-29 16:46:00,2018-03-29 16:46:00,1,1,Other,UCT-PM-2018-03-26,1390,40
2126905,Closed,Urgent,Portal,Student Success,2018-03-26 16:11:00,2018-03-27 13:43:00,2018-03-26 16:59:00,2,2,Groups,UCT-PDI-2018-03-26,2529,40
2138888,Closed,Low,Email,Student Success,2018-03-28 11:23:00,2018-03-28 14:37:00,2018-03-28 14:37:00,1,1,Software,UCT-PDI-2018-03-26,1637,40
2145271,Closed,Low,Email,Student Success,2018-03-29 11:58:00,2018-03-29 16:14:00,,0,1,General Course Announcements,UCT-PM-2018-03-26,3558,40
2146259,Closed,Low,Phone,Student Success,2018-03-29 14:31:00,2018-03-29 16:28:00,,0,1,Welcome Interaction,UCT-PM-2018-03-26,3988,40
2138850,Closed,Low,Phone,Student Success,2018-03-28 11:14:00,2018-03-28 14:44:00,,0,1,Other,NA,1637,40
2126931,Closed,Low,Email,Student Success,2018-03-26 16:16:00,2018-03-27 13:47:00,,0,1,Other,UCT-OHS-2018-03-26,3910,40
2139631,Closed,Low,Email,Student Success,2018-03-28 13:32:00,2018-03-28 14:43:00,2018-03-28 14:43:00,1,1,Login,NA,2316,40
2130915,Closed,Urgent,Email,Student Success,2018-03-27 09:40:00,2018-03-27 13:33:00,2018-03-27 10:31:00,2,2,Login,UCT-ISM-2018-03-26,2493,40
2125240,Closed,Low,Email,Student Success,2018-03-26 11:52:00,2018-03-26 12:53:00,2018-03-26 12:51:00,1,1,OLC Navigation,UCT-OHS-2018-03-26,2425,40
2125664,Closed,Low,Email,Student Success,2018-03-26 13:09:00,2018-03-26 14:48:00,,0,1,Discussion Forum,UCT-PDI-2018-03-26,3558,40
2146467,Closed,Low,Phone,Student Success,2018-03-29 15:29:00,2018-03-29 16:29:00,,0,1,Welcome Interaction,NA,3985,40
2144862,Closed,Low,Email,Student Success,2018-03-29 11:13:00,2018-03-29 16:10:00,,0,1,General Course Announcements,UCT-SM-2018-03-29,3558,40
2128203,Closed,Low,Email,Student Success,2018-03-26 20:09:00,2018-03-27 13:40:00,2018-03-27 04:27:00,2,1,Groups,UCT-PDI-2018-03-26,885,40
2124948,Closed,Urgent,Email,Student Success,2018-03-26 11:20:00,2018-04-05 12:39:00,2018-03-28 10:42:00,2,9,Other,NA,110,40
2140001,Closed,Low,Email,Student Success,2018-03-28 14:37:00,2018-03-28 15:01:00,2018-03-28 15:00:00,2,1,Video (Playback & Download),UCT-FM-2018-03-26,2888,40
2131453,Closed,Low,Email,Student Success,2018-03-27 11:24:00,2018-03-27 11:55:00,2018-03-27 11:55:00,1,1,Other,UCT-FM-2018-03-26,2735,40
2126773,Closed,Urgent,Email,Student Success,2018-03-26 15:44:00,2018-03-26 15:55:00,2018-03-26 16:11:00,1,1,Login,NA,2825,40
2128418,Closed,Low,Email,Student Success,2018-03-26 21:03:00,2018-03-27 13:32:00,,0,1,Other,UCT-OHS-2018-03-26,3910,40
2138187,Closed,Low,Email,Student Success,2018-03-28 10:05:00,2018-03-28 10:15:00,,0,1,General Course Announcements,UCT-FM-2018-03-26,3558,40
2125324,Closed,Low,Email,Student Success,2018-03-26 12:22:00,2018-03-26 14:45:00,,0,1,Login,UCT-PDI-2018-03-26,3906,40
2125237,Closed,Low,Phone,Student Success,2018-03-26 11:50:00,2018-03-26 13:13:00,,0,1,Profile Changes,UCT-PDI-2018-03-26,3905,40
2023618,Pending,Urgent,Email,Student Success,2018-03-07 16:29:00,,2018-03-07 16:44:00,3,5,Quiz,UCT-OHS-2018-02-26,539,40
2075383,Closed,Urgent,Portal,Student Success,2018-03-16 18:30:00,2018-03-16 18:50:00,2018-03-16 18:49:00,1,1,NetVerify,UCHI-HCI-2018-02-28,2979,22
2017942,Closed,Low,Email,Student Success,2018-03-06 22:25:00,2018-03-06 22:41:00,,0,1,Extension Request,UCT-FBM-2018-01-29,37,22
2132527,Closed,Low,Email,Student Success,2018-03-27 13:44:00,2018-03-27 18:28:00,,0,1,Extension Request,UCT-PMF-2018-01-29,3558,22
2078639,Closed,Low,Email,Student Success,2018-03-17 15:20:00,2018-03-17 16:20:00,,0,1,Extension Request,UCT-DM-2018-03-12,37,22
2089641,Closed,Urgent,Email,Student Success,2018-03-19 19:37:00,2018-03-20 09:35:00,2018-03-19 21:55:00,2,2,Extension Request,UCT-MA-2018-01-29,1885,22
2059120,Closed,Low,Email,Student Success,2018-03-14 04:44:00,2018-03-14 10:19:00,2018-03-14 10:18:00,1,1,Extension Request,MIT-AI-2018-01-31,821,22
2079984,Closed,Urgent,Email,Student Success,2018-03-17 22:15:00,2018-03-17 23:02:00,,0,1,Voicemail,NA,1025,22
2058795,Closed,Low,Email,Student Success | Blockchain,2018-03-14 01:46:00,2018-03-14 08:49:00,,0,1,Extension Request,OXF-BCH-2018-02-28,146,22
2074796,Closed,Urgent,Email,Student Success,2018-03-16 16:20:00,2018-03-16 20:42:00,2018-03-16 17:32:00,1,2,Coaching,LSE-PRE-2018-02-08,2297,22
2130551,Closed,Low,Email,Student Success,2018-03-27 08:56:00,2018-03-27 18:45:00,2018-03-27 18:45:00,1,1,Coaching,OXF-BCH-2018-02-28,498,22
2016269,Closed,Low,Email,Student Success,2018-03-06 17:03:00,2018-03-06 17:43:00,,0,1,Extension Request,UCT-EM-2018-01-29,3558,22
2018264,Closed,Low,Email,Student Success,2018-03-06 23:28:00,2018-03-06 23:38:00,,0,1,Extension Request,UCT-HRM-2018-01-22,37,22
2017936,Closed,Low,Email,Student Success,2018-03-06 22:25:00,2018-03-06 22:40:00,,0,1,Extension Request,UCT-PDI-2018-01-29,37,22
1983627,Closed,Low,Email,Student Success,2018-03-01 23:55:00,2018-03-02 05:07:00,2018-03-02 05:07:00,1,1,Assignment Upload,UCT-BSA-2018-01-29,1258,22
2079449,Closed,Urgent,Email,Student Success,2018-03-17 19:20:00,2018-03-17 21:23:00,2018-03-17 20:38:00,1,2,Grades,MIT-AI-2018-02-28,2261,22
2061789,Closed,Low,Email,Student Success,2018-03-14 11:33:00,2018-03-14 12:45:00,,0,1,,NA,37,22
2074674,Closed,Urgent,Portal,Student Success,2018-03-16 15:36:00,2018-03-16 17:52:00,2018-03-16 17:52:00,1,1,Live Sessions,OXF-BCH-2018-02-28,1393,22
2134909,Closed,Low,Email,Student Success,2018-03-27 19:35:00,2018-03-27 22:04:00,,0,1,Extension Request,UCT-HRM-2018-03-19,3558,22
2092524,Closed,Low,Email,Student Success,2018-03-20 09:32:00,2018-03-20 11:28:00,,0,1,Extension Request,MIT-AI-2018-01-31,3559,22
2060006,Closed,Low,Email,Student Success,2018-03-14 08:19:00,2018-03-14 09:17:00,,0,1,Extension Request,MIT-AI-2018-02-28,3559,22
1974714,Closed,Urgent,Email,Student Success,2018-03-01 00:22:00,2018-03-02 03:29:00,2018-03-01 03:06:00,2,2,Login,LSE-PRE-2018-02-28,1743,22
2051561,Closed,Low,Email,Student Success | Blockchain,2018-03-12 23:30:00,2018-03-13 08:28:00,,0,1,Extension Request,OXF-BCH-2018-02-28,37,22
2134768,Closed,Low,Email,Student Success,2018-03-27 19:29:00,2018-03-27 21:57:00,,0,1,Extension Request,UCT-APM-2018-01-29,3558,22
974582,Resolved,Low,Email,Student Success,2018-03-01 00:01:00,2018-03-01 04:01:00,2018-03-01 04:01:00,1,1,Assignment Upload,UCT-PMF-2018-01-29,1475,22
2058796,Closed,Low,Email,Student Success | Blockchain,2018-03-14 01:48:00,2018-03-14 08:47:00,,0,1,Extension Request,OXF-BCH-2018-02-28,146,22
974984,Resolved,Low,Email,Student Success,2018-03-01 00:57:00,2018-03-01 06:03:00,2018-03-01 06:02:00,1,1,Profile Changes,OXF-BCH-2018-02-28,386,22
2141675,Closed,Low,Email,Student Success,2018-03-28 19:49:00,2018-03-28 19:59:00,,0,1,Extension Request,OXF-BCH-2018-02-28,146,22
2052240,Closed,Low,Email,Student Success,2018-03-13 10:56:00,2018-03-13 12:57:00,,0,1,Extension Request,UCT-SMA-2018-05-03,3558,22
2127569,Closed,Low,Email,Student Success,2018-03-26 17:33:00,2018-03-26 17:52:00,,0,NA,Extension Request,GS-ID-2018-02-15,3711,22
2079599,Closed,Urgent,Email,Student Success,2018-03-17 19:50:00,2018-03-17 21:12:00,2018-03-17 21:07:00,1,2,Other,LSE-BEP-2018-02-28,2097,22
2135189,Closed,Low,Email,Student Success,2018-03-27 20:34:00,2018-03-27 23:05:00,,0,1,Extension Request,UCT-APM-2018-01-29,3558,22
2016196,Closed,Low,Email,Student Success,2018-03-06 16:50:00,2018-03-06 18:03:00,,0,1,Live Sessions,CAM-BSM-2018-02-21,3650,22
2078638,Closed,Low,Email,Student Success,2018-03-17 15:19:00,2018-03-17 16:19:00,,0,1,Extension Request,UCT-CED-2018-02-15,37,22
2134605,Closed,Low,Email,Student Success,2018-03-27 18:32:00,2018-03-27 19:39:00,,0,1,Extension Request,UCT-OHS-2018-02-26,3558,22
2113734,Closed,Urgent,Email,Student Success,2018-03-23 14:10:00,2018-03-26 20:19:00,2018-03-26 11:19:00,3,3,Assignment Upload,UCT-BW-2018-02-01,80,22
2134703,Closed,Low,Email,Student Success,2018-03-27 19:07:00,2018-03-27 21:36:00,,0,1,Extension Request,UCT-APM-2018-01-29,3558,22
2090651,Closed,Urgent,Email,Student Success,2018-03-20 00:45:00,2018-03-20 08:41:00,,0,1,Voicemail,MIT-AI-2018-01-31,1025,22
2074675,Closed,Urgent,Portal,Student Success,2018-03-16 15:36:00,2018-03-16 17:47:00,2018-03-16 17:46:00,1,1,Grades,MIT-AI-2018-02-28,37,22
2126545,Closed,Low,Email,Student Success,2018-03-26 15:27:00,2018-03-26 15:49:00,2018-03-26 15:48:00,1,1,Extension Request,MIT-AI-2018-02-28,389,22
2016264,Closed,Low,Email,Student Success,2018-03-06 17:01:00,2018-03-06 17:42:00,,0,1,Extension Request,UCT-PDI-2018-01-29,3558,22
2128613,Closed,Low,Email,Student Success,2018-03-26 21:56:00,2018-03-26 22:50:00,,0,1,Extension Request,UCT-DM-2018-02-12,3558,22
2052379,Closed,Low,Email,Student Success,2018-03-13 12:09:00,2018-03-13 14:27:00,,0,1,Extension Request,UCT-HRM-2018-02-19,3558,22
2142225,Closed,Low,Email,Student Success,2018-03-28 22:07:00,2018-03-28 23:04:00,,0,1,Extension Request,UCT-APM-2018-01-29,3558,22
2092248,Closed,Low,Email,Student Success,2018-03-20 08:55:00,2018-03-20 13:33:00,,0,1,Extension Request,MIT-AI-2018-02-28,1965,22
2017191,Closed,Low,Email,Student Success,2018-03-06 19:42:00,2018-03-06 19:44:00,,0,1,Extension Request,UCT-PTA-2018-01-25,3558,22
2017590,Closed,Low,Email,Student Success,2018-03-06 21:07:00,2018-03-06 21:34:00,,0,1,Extension Request,UCT-PDI-2018-01-29,3558,22
2078422,Closed,Urgent,Email,Student Success,2018-03-17 14:00:00,2018-03-17 19:59:00,2018-03-17 16:03:00,2,2,Live Sessions,OXF-BCH-2018-02-28,1975,22
2056756,Closed,Low,Email,Student Success | Blockchain,2018-03-13 19:32:00,2018-03-14 08:59:00,,0,1,Extension Request,OXF-BCH-2018-02-28,146,22
2051824,Closed,Low,Email,Student Success | Blockchain,2018-03-13 03:31:00,2018-03-13 08:18:00,,0,1,Extension Request,OXF-BCH-2018-02-28,37,22
1975524,Closed,Low,Email,Student Success,2018-03-01 05:10:00,2018-03-01 06:31:00,2018-03-01 06:30:00,1,1,Profile Changes,MIT-AI-2018-02-28,2248,22
2126096,Closed,Low,Email,Student Success,2018-03-26 14:04:00,2018-03-26 21:43:00,2018-03-26 21:42:00,1,1,Extension Request,UCT-BW-2018-02-01,940,22
2017622,Closed,Low,Email,Student Success,2018-03-06 21:15:00,2018-03-06 21:46:00,,0,1,Extension Request,UCT-PDI-2018-01-29,3558,22
2087814,Closed,Urgent,Email,Student Success,2018-03-19 14:30:00,2018-03-20 12:06:00,2018-03-19 14:55:00,3,4,Software,UCT-DM-2018-02-12,2869,22
2089113,Closed,Urgent,Email,Student Success,2018-03-19 17:53:00,2018-03-21 18:47:00,2018-03-19 21:50:00,3,3,NetVerify,UCT-GD-2018-03-12,1485,22
2133961,Closed,Low,Email,Student Success,2018-03-27 17:08:00,2018-03-27 19:28:00,,0,1,Extension Request,CAM-BSM-2018-02-21,131,22
2125726,Closed,Low,Email,Student Success,2018-03-26 13:15:00,2018-03-26 20:57:00,2018-03-26 20:56:00,1,1,Login,UCT-BFM-2018-03-26,933,22
2017571,Closed,Low,Email,Student Success,2018-03-06 21:01:00,2018-03-06 21:31:00,,0,1,Extension Request,UCT-PDI-2018-01-29,3558,22
2134642,Closed,Low,Email,Student Success,2018-03-27 18:48:00,2018-03-27 20:26:00,,0,1,Extension Request,LSE-BEP-2018-02-28,3562,22
2134720,Closed,Low,Email,Student Success,2018-03-27 19:13:00,2018-03-27 21:42:00,,0,1,Extension Request,UCT-FM-2018-02-26,3558,22
2135892,Closed,Urgent,Email,Student Success,2018-03-27 23:13:00,2018-03-27 23:39:00,2018-03-27 23:26:00,1,2,Assignment Upload,LSE-BEP-2018-02-28,3133,22
1975303,Closed,Low,Email,Student Success,2018-03-01 02:26:00,2018-03-01 06:09:00,2018-03-01 06:09:00,1,1,Profile Changes,MIT-AI-2018-02-28,1534,22
2085835,Closed,Low,Email,Student Success,2018-03-19 09:33:00,2018-03-19 10:21:00,2018-03-19 10:20:00,1,1,Results,MIT-AI-2018-02-28,1863,22
1975337,Closed,Low,Email,Student Success,2018-03-01 04:29:00,2018-03-01 04:34:00,,0,1,Other,LSE-BEP-2018-02-28,3307,22
2079424,Closed,Urgent,Portal,Student Success,2018-03-17 19:05:00,2018-03-17 20:28:00,2018-03-17 20:28:00,1,1,Video (Playback & Download),UCT-CPL-2018-02-08,2225,22
2059189,Closed,Low,Email,Student Success | Fintech,2018-03-14 05:08:00,2018-03-14 08:36:00,,0,1,Extension Request,OXF-FIN-2018-02-28,146,22
1974612,Closed,High,Email,Student Success,2018-03-01 00:04:00,2018-03-01 01:13:00,2018-03-01 01:13:00,1,1,Communication,MIT-AI-2018-02-28,352,22
2079593,Closed,Low,Email,Student Success,2018-03-17 19:45:00,2018-03-17 20:13:00,,0,1,Extension Request,UCT-PTA-2018-01-25,3558,22
2126177,Closed,Low,Email,Student Success,2018-03-26 14:25:00,2018-03-26 21:06:00,2018-03-26 21:05:00,1,1,Assignment Upload,UCT-IVM-2018-02-05,1042,22
2009784,Closed,Low,Email,Student Success,2018-03-05 21:25:00,2018-03-05 21:31:00,,0,1,Extension Request,UCT-GD-2018-01-15,3558,22
